"gene","Top","p.value","FDR","summary.logFC","logFC.Sham","nmf10"
"KHDRBS3",5697,0.0313142071656533,0.0415268693025932,-0.186005061539441,-0.186005061539441,0.000251528105019326
"TSR2",5698,0.0313155242570376,0.0415268693025932,0.289981483105152,0.289981483105152,2.08395947034584e-05
"BCLAF1",5699,0.0313247133121854,0.041531765886449,-0.103861632008949,-0.103861632008949,7.09535395173577e-05
"RPS3",5700,0.0313642737397915,0.0415769214698008,0.19559544894606,0.19559544894606,6.02788657399415e-05
"SMURF2",5701,0.0316622923638144,0.0419646169270272,-0.134779817176242,-0.134779817176242,7.81819067750936e-05
"TDG",5702,0.0318151111282243,0.0421597649394709,-0.262411609503914,-0.262411609503914,5.15349425382575e-06
"TNKS2",5703,0.0319151022680382,0.0422848523123438,-0.132784858192697,-0.132784858192697,3.97715625475524e-05
"GABRB2",5704,0.0321075722406316,0.0425324010957596,-0.0984286793635448,-0.0984286793635448,0.000555183410143105
"ZHX3",5705,0.0325743676546206,0.0431431940400199,-0.140761617073961,-0.140761617073961,0.000145228842265582
"KLHL25",5706,0.0326138229493786,0.0431878805127068,-0.937073430012709,-0.937073430012709,3.51767060044242e-05
"RCN1",5707,0.033116785883186,0.0438462299164804,-0.750511077007933,-0.750511077007933,6.01367918747257e-05
"NOL11",5708,0.033224274028898,0.0439808364685273,0.159549337244977,0.159549337244977,1.16073472493147e-05
"CCHCR1",5709,0.0335518129010855,0.0443988613451142,-1.88940433879979,-1.88940433879979,1.63356345653095e-05
"MAMSTR",5710,0.0335518129010855,0.0443988613451142,-1.88940433879979,-1.88940433879979,1.395444944433e-08
"NPFFR2",5711,0.0337215920745734,0.0446157152364694,-1.26247568967176,-1.26247568967176,0.000149323488499642
"JPT1",5712,0.033848278329093,0.0447754886300117,0.144182246886038,0.144182246886038,3.40829945932974e-05
"CHMP2A",5713,0.0340922791024549,0.0450903659895237,0.244232396578797,0.244232396578797,8.22422394079263e-07
"TRMT44",5714,0.034494345263981,0.0456141534502346,-0.365586997008256,-0.365586997008256,3.25893259372285e-05
"PLEC",5715,0.0345283127217985,0.0456510815268434,0.148889851367958,0.148889851367958,9.22423201100073e-06
"DDX27",5716,0.0346023502930957,0.0457409655029096,0.20347317321976,0.20347317321976,4.45925455396973e-05
"COCH",5717,0.0349579837624371,0.0462029955062051,-1.05342345750118,-1.05342345750118,1.45989738329836e-05
"POLG",5718,0.0349722945762476,0.0462138261311869,0.164939416800834,0.164939416800834,6.66845949709202e-06
"NCKIPSD",5719,0.035171679039305,0.0464691741250199,-0.24300792186679,-0.24300792186679,2.76122742754036e-05
"IMPDH1",5720,0.0352019663427227,0.0465010590359462,-0.335461911130289,-0.335461911130289,2.60903469033323e-06
"PSMB5",5721,0.0353330100644741,0.0466660066504398,-0.203566815075742,-0.203566815075742,1.17007308581092e-05
"DOCK2",5722,0.0354029177463761,0.046750165412726,-1.32703342928672,-1.32703342928672,0.000144285785159321
"LRFN2",5723,0.0354645058993837,0.0468233106020869,0.0974099041313213,0.0974099041313213,0.000247694780327886
"MCTP1",5724,0.0357630392882544,0.0472092111918327,-0.090996281227812,-0.090996281227812,0.000801249507138508
"AGL",5725,0.0359510658751883,0.0474491272930869,0.204590246588034,0.204590246588034,2.41791620219317e-06
"SUMO1",5726,0.035976526736372,0.0474744387041612,-0.117548872240465,-0.117548872240465,6.11010129149477e-05
"NCBP2",5727,0.0360910169600004,0.0476172034485355,0.225939980032619,0.225939980032619,3.32114509513709e-05
"MBOAT7",5728,0.0362244359061389,0.0477848878678048,-0.242578333085866,-0.242578333085866,9.53027815434844e-05
"HERC6",5729,0.0363497278055056,0.047933428149808,-1.66717854441091,-1.66717854441091,8.78422360948526e-05
"CCDC170",5730,0.0363497278055056,0.047933428149808,-1.66717854441091,-1.66717854441091,0.000106743052665751
"DDB1",5731,0.0365796592747748,0.0482282159274469,0.236971016011481,0.236971016011481,8.27717724697933e-05
"CCT8",5732,0.0367974340839783,0.048506875774344,0.223132236888412,0.223132236888412,1.06205497494586e-05
"QTRT2",5733,0.0368957201624805,0.0486279542207749,-0.237505646291899,-0.237505646291899,1.92218721510566e-05
"PHF6",5734,0.0371200948890867,0.0489082078767248,-0.136921072495691,-0.136921072495691,8.80849990598222e-05
"MAP3K21",5735,0.0371213038873765,0.0489082078767248,-1.51744899986897,-1.51744899986897,0.000120898189357698
"EIF1AX",5736,0.0372130205645619,0.049006029482237,0.254294020561097,0.254294020561097,7.45625348302891e-05
"HGF",5737,0.0372150075660503,0.049006029482237,2.71067698479969,2.71067698479969,0.000151373524182571
"WBP2NL",5738,0.0372150075660503,0.049006029482237,2.71067698479969,2.71067698479969,4.00787418032953e-05
"SAP130",5739,0.0374090590651134,0.0492529796647494,0.158862761188631,0.158862761188631,1.72770927352229e-06
"PMPCB",5740,0.0376754929560966,0.0495951262676421,-0.346060644181822,-0.346060644181822,4.08567454338691e-05
"KDM2A",5741,0.037787354924134,0.0497337143018214,0.102771437102317,0.102771437102317,5.91670267737998e-05
"RAB15",5742,0.0378112284394825,0.0497564684933351,0.198545611420999,0.198545611420999,0.000108016820102951
"ACAP2",5743,0.0379552005333728,0.0499372270991059,0.0897162076482737,0.0897162076482737,0.000195004725544274
"ERH",5744,0.0379886458311288,0.0499725292305029,0.207367292475962,0.207367292475962,2.96526585528385e-05
"CXADR",5745,0.038111951334905,0.0501260059680665,-0.260422491498056,-0.260422491498056,0.000193257126240934
"CABCOCO1",5746,0.0382629645489489,0.0503158649724779,-0.697184124798497,-0.697184124798497,4.06806881885759e-05
"DHX9",5747,0.038289040943502,0.0503413943568994,0.152682655478312,0.152682655478312,4.93845052450846e-05
"ZNF365",5748,0.0386226440285161,0.0507711722824405,-0.209669523234842,-0.209669523234842,0.000201254770399019
"ATP6V0E1",5749,0.0387302845384254,0.0509038145716372,-0.180531738137174,-0.180531738137174,5.05590140187305e-06
"EFCAB13",5750,0.0390007426963543,0.0512503672719397,-0.591506070345694,-0.591506070345694,4.39705130737758e-05
"PRKACB",5751,0.0391531598426962,0.0514417102715027,-0.133026597164923,-0.133026597164923,0.000325908324083674
"JAM2",5752,0.039274922689925,0.0515927183318973,-0.966400642721155,-0.966400642721155,4.83329189938256e-05
"CEP85L",5753,0.0394851810829745,0.0518599040957683,0.143536148107519,0.143536148107519,0.000134854091114878
"DGKD",5754,0.0398598708149328,0.0523429238577741,0.100852086117837,0.100852086117837,0.000449096339064466
"TAF4B",5755,0.0398744549627703,0.0523529768373054,-0.395378977559493,-0.395378977559493,4.63139334414206e-05
"AARS2",5756,0.0399289749502677,0.052413957566147,0.367316795842922,0.367316795842922,1.30879662164338e-05
"EIF2B1",5757,0.0399347741805596,0.052413957566147,-0.287937989539021,-0.287937989539021,4.13432172943613e-06
"CELF1",5758,0.0402028627375876,0.0527566569720757,-0.092674955172121,-0.092674955172121,0.000189590417274716
"KDM4C",5759,0.0402746975148277,0.0528417458624828,-0.105513591851978,-0.105513591851978,0.000206000795047748
"TAOK1",5760,0.040458383062926,0.0530735316707411,0.0984039372045616,0.0984039372045616,7.26842585536722e-05
"TRAPPC3",5761,0.0404773245319527,0.0530891623265813,-0.195271708899596,-0.195271708899596,3.01206842353539e-05
"SYNDIG1",5762,0.0405853484673441,0.05322160586936,0.137311246217243,0.137311246217243,0.000286575845441667
"GDI1",5763,0.040786577892513,0.0534762072802062,0.174458328339281,0.174458328339281,3.13535047386341e-05
"TSC2",5764,0.0408396526927908,0.0535365051607786,-0.208608478259886,-0.208608478259886,2.4070534952674e-05
"DENND1A",5765,0.0412902447815757,0.0541177952419057,-0.0895074412609187,-0.0895074412609187,0.000258713151108038
"CUL5",5766,0.0414215034118103,0.0542804161948732,-0.112569628635957,-0.112569628635957,0.000106280188050023
"PCDH20",5767,0.0414692404812944,0.0543335496925023,-0.181933901319518,-0.181933901319518,0.000381165104636732
"TOR1AIP2",5768,0.0415603399093299,0.0544360296833745,-0.146905240348002,-0.146905240348002,0.000104860084147252
"RNF185",5769,0.0415618654371873,0.0544360296833745,0.157614159452082,0.157614159452082,2.96876570780926e-05
"MYT1L",5770,0.0416940679475219,0.0545997187888172,-0.0882572839271305,-0.0882572839271305,0.000605093968212326
"SNRPC",5771,0.0420333491134733,0.0550344803156132,0.261924399184904,0.261924399184904,1.78662288937484e-05
"HNRNPL",5772,0.042177304541526,0.0552133945107017,0.0979167546397406,0.0979167546397406,4.33068181871562e-05
"CYB5R3",5773,0.0423181333336046,0.0553881544203562,-0.696545998644065,-0.696545998644065,1.78607334549054e-05
"TYSND1",5774,0.0424129421890723,0.0555026309630465,-0.507452801100412,-0.507452801100412,3.25108473911868e-05
"EEF1E1",5775,0.0426415789853306,0.0557921681061746,-0.455137549258526,-0.455137549258526,3.27083036857662e-05
"CAMK2B",5776,0.0428148290459669,0.0560091496314622,-0.0892952086913464,-0.0892952086913464,0.000419171379165617
"SPIN1",5777,0.0430631683538631,0.0563242686657071,-0.166311622879436,-0.166311622879436,0.000162918588134151
"DGKH",5778,0.0432268840356971,0.0565286147064257,-0.0880379751524693,-0.0880379751524693,0.00011398288610959
"RIMS2",5779,0.0433308509856627,0.0566547689994233,0.0935034675204745,0.0935034675204745,0.000611497262900326
"RPS27L",5780,0.043339080926105,0.056655725861185,-0.633817177709698,-0.633817177709698,1.92228947320535e-05
"FN1",5781,0.0435343959416629,0.0569012101254462,1.35499668949684,1.35499668949684,9.05713418809168e-06
"NPDC1",5782,0.0435657040260602,0.0569322828815135,0.119897241583572,0.119897241583572,7.51461026213238e-05
"PMVK",5783,0.0435977191498525,0.0569642687007238,0.266563297379193,0.266563297379193,6.4880916243649e-06
"YIPF6",5784,0.0438021710971522,0.0572215084388109,-0.24638033873172,-0.24638033873172,3.45948423527142e-05
"ITGAV",5785,0.0439793119410479,0.0574429872128881,-0.249211389480054,-0.249211389480054,0.000136226095200084
"KRR1",5786,0.0440672642060912,0.057547917100108,0.277566512217909,0.277566512217909,5.00227564227429e-05
"DTX1",5787,0.0441499517128488,0.0576359770460064,-0.226768647642494,-0.226768647642494,1.95872053361639e-05
"RPS4X",5788,0.0441499517128488,0.0576359770460064,-0.226768647642494,-0.226768647642494,3.99051113616648e-05
"OTUB1",5789,0.0441610000407368,0.0576404415802051,0.231305765889831,0.231305765889831,7.64407669852361e-06
"NKAIN3",5790,0.0442861712250214,0.0577938358853647,-0.089404645228051,-0.089404645228051,0.00117760103627168
"CPSF2",5791,0.0443104458451062,0.057815529063309,0.248497520682689,0.248497520682689,1.9550053689581e-05
"EIF4ENIF1",5792,0.0444553062307962,0.0579945258770538,0.163828264635435,0.163828264635435,3.33235375112696e-05
"DUSP11",5793,0.0446843642916814,0.0582832826839193,0.149027160319946,0.149027160319946,2.01647678961079e-05
"GRAMD1A",5794,0.0450834164265413,0.0587936303967805,-0.213127197432066,-0.213127197432066,5.42908068841587e-06
"PRR14L",5795,0.0452297046000556,0.058974227430202,-0.124526355538222,-0.124526355538222,5.38347946416124e-05
"SENP6",5796,0.0453778611290522,0.0591571978418079,-0.0948754057464715,-0.0948754057464715,5.04289834009877e-05
"USO1",5797,0.0456495473438868,0.0595011177730565,0.128016803580155,0.128016803580155,9.2080973908556e-05
"CHRNB2",5798,0.0459409214986141,0.0598705765511432,-0.418185666312401,-0.418185666312401,5.71209744465266e-06
"SLC41A3",5799,0.0460065471695384,0.0599457614093865,-2.12380358302199,-2.12380358302199,9.03396660365474e-05
"TMEM120A",5800,0.0460582199157464,0.0600027430488586,-0.314774096618307,-0.314774096618307,2.10044384431089e-06
"TMPRSS5",5801,0.0464972353315763,0.0605537935479818,-0.5605504406883,-0.5605504406883,1.04655116330064e-05
"UXT",5802,0.0464972353315763,0.0605537935479818,-0.5605504406883,-0.5605504406883,1.20285409106252e-06
"GAREM1",5803,0.0466350081671147,0.0607227505963672,0.0986810252600159,0.0986810252600159,0.000275948244772534
"C3orf20",5804,0.0468263300295878,0.0609613628021305,-0.695860116162862,-0.695860116162862,1.59270297688962e-05
"LEO1",5805,0.0470176822931825,0.0611999323699031,0.341698673295796,0.341698673295796,3.71830597317484e-05
"SDCBP2",5806,0.0471503631462597,0.061362064060134,-1.00467664644746,-1.00467664644746,1.81649072703985e-05
"TOR1AIP1",5807,0.0471674276016005,0.0613737012153768,0.171565937210994,0.171565937210994,4.99837567554784e-05
"SRSF3",5808,0.0475099612285453,0.0618087580996709,0.127256686658473,0.127256686658473,1.89805637141101e-05
"SHANK3",5809,0.048444410895759,0.0630135942035385,0.121276342147873,0.121276342147873,0.000166125162344177
"PPOX",5810,0.0486706276313993,0.0632969470538473,-0.373268218287713,-0.373268218287713,8.89723484245921e-06
"RPL26",5811,0.0487779993705787,0.0634256691178959,0.204843971647799,0.204843971647799,0.00011795324186847
"LRP11",5812,0.049121919028507,0.0638618754610115,-0.113073139393316,-0.113073139393316,0.000153489583788998
"AK6",5813,0.0493658422593111,0.0641679518512567,-0.204046338085695,-0.204046338085695,1.58450634142322e-05
"PTAR1",5814,0.0495223942280386,0.0643603733723872,0.271222238583183,0.271222238583183,0.000155580599451623
"RANBP3",5815,0.049647996071336,0.0645125121779905,0.171608620655651,0.171608620655651,3.12567511242143e-05
"ARHGAP32",5816,0.0498963047548417,0.0648240162874112,0.105905920669444,0.105905920669444,0.000219960550220729
"CCDC157",5817,0.0499440606492211,0.0648749049794593,-0.49220194051087,-0.49220194051087,1.16734658799185e-05
"CHD3",5818,0.050879516876021,0.0660786575309754,-0.111889957982302,-0.111889957982302,0.000168038422976937
"KLHL9",5819,0.0509130667293419,0.0661108665074595,-0.327955717657294,-0.327955717657294,4.16446836027527e-06
"STK38L",5820,0.0509299538274347,0.0661214314639341,0.226079427090178,0.226079427090178,3.25258373534394e-05
"ELAVL4",5821,0.0510396850901544,0.0662525099710026,-0.393529716672449,-0.393529716672449,6.24643211297131e-05
"ZDHHC7",5822,0.0512478125443307,0.0665112455487741,-0.308144006769396,-0.308144006769396,9.09330960501217e-06
"ELMO2",5823,0.0512776067179218,0.0665384846918456,0.131838218145633,0.131838218145633,7.13253551400757e-09
"PPIE",5824,0.051414842991984,0.0667051087993528,0.308298682635778,0.308298682635778,2.22291853866554e-05
"GOLGA4",5825,0.0518607593632553,0.0672720854504304,0.127613687052222,0.127613687052222,4.57730880822809e-05
"ZNF358",5826,0.0519887992060947,0.0674265991763219,-0.92214068089441,-0.92214068089441,2.43741647769036e-06
"TAF1",5827,0.0520997171744421,0.0675588575545023,0.139776936296799,0.139776936296799,0.000106003310515305
"CRB1",5828,0.0524534070220044,0.0680058242035458,-0.670121546016034,-0.670121546016034,0.000296578626675188
"TRNT1",5829,0.0524698317628463,0.0680154484131183,-0.292229677368251,-0.292229677368251,2.30449745402171e-05
"ADGRL3",5830,0.0530732481429211,0.0687858427046161,0.0833947820177083,0.0833947820177083,0.0006534403933324
"TPRG1",5831,0.0531579099324791,0.0688837536357078,-1.77483088483026,-1.77483088483026,0.000187262248949443
"SEZ6L",5832,0.0536909643652916,0.0695625731728641,0.0832175982586326,0.0832175982586326,0.000706371483847351
"PPTC7",5833,0.0538274541206102,0.0697274547120402,-0.167550702917231,-0.167550702917231,3.17286116616963e-05
"PDCD2L",5834,0.0540947100664179,0.0700616436856109,-0.191002536823756,-0.191002536823756,5.57116922570985e-06
"KREMEN1",5835,0.0545599292553547,0.0706520694864542,0.299575234324374,0.299575234324374,3.1889323899316e-05
"PRRT2",5836,0.0549086914117608,0.0710915134179686,-2.69198367801323,-2.69198367801323,1.98940967858715e-05
"HIVEP1",5837,0.054975376525421,0.0711656578766629,-0.758906720332873,-0.758906720332873,0.000127178576614723
"GNA14",5838,0.0551361113587602,0.0713492819706786,-1.43050548146331,-1.43050548146331,0.000387709487244461
"ATP8B4",5839,0.0551361113587602,0.0713492819706786,-1.43050548146331,-1.43050548146331,0.000292892047974804
"ECE2",5840,0.0554904900100939,0.0717832806910238,-1.56831496576148,-1.56831496576148,0.000480013934266812
"CCDC175",5841,0.0554904900100939,0.0717832806910238,-1.56831496576148,-1.56831496576148,2.98803052696001e-05
"XKR4",5842,0.05555363729922,0.0718526674825242,-0.0832265299269358,-0.0832265299269358,0.000600753873946595
"C2orf69",5843,0.0557959249397573,0.0721536896876273,-0.857121941228651,-0.857121941228651,8.99067339636848e-06
"ZNF710",5844,0.0558400847236771,0.0721984394545011,-0.196269657311401,-0.196269657311401,3.08620014730622e-05
"ILKAP",5845,0.0561112209922141,0.0725365929541779,-0.171684813067324,-0.171684813067324,4.1875679345991e-05
"ZNF624",5846,0.0564175383404354,0.0729201025830191,-0.72415328778458,-0.72415328778458,1.32708761632087e-06
"SMAD2",5847,0.0564706790452901,0.0729763042357127,-0.225408145361445,-0.225408145361445,6.04222238469104e-05
"JOSD1",5848,0.0564819795162464,0.0729784263380229,0.230635808331791,0.230635808331791,1.246807515282e-07
"VIRMA",5849,0.056581700881888,0.073094773784159,-0.12081427132884,-0.12081427132884,7.0775862412944e-05
"PATJ",5850,0.0570897806161529,0.0737385268949831,-0.192368021684628,-0.192368021684628,0.000341356376537809
"AGAP3",5851,0.0572596434324474,0.0739452855538493,-0.134622623092751,-0.134622623092751,5.06840004874361e-05
"UBE2Z",5852,0.0574383610679563,0.0741634067377781,-0.294994054140469,-0.294994054140469,5.49296930805248e-05
"RAP2B",5853,0.0577960350021427,0.0746124791519205,-0.147195759107013,-0.147195759107013,0.000112501493454006
"ADAT2",5854,0.0580773558466116,0.0749628460500508,-0.668430843342912,-0.668430843342912,5.54416073892662e-05
"TCAF1",5855,0.0585090857962811,0.075507199364082,-0.102028277453952,-0.102028277453952,0.0002082861984255
"ALPK2",5856,0.0586664288773159,0.0756973252385585,0.557909845749615,0.557909845749615,2.96349995555762e-05
"POLR1D",5857,0.0587495550381295,0.0757916404077354,-0.214064718001468,-0.214064718001468,0.000103736849431828
"RABEP1",5858,0.0588997386236696,0.0759724180676762,0.0881771498828067,0.0881771498828067,0.000117787942481752
"MAGOHB",5859,0.0593554469132758,0.076547150857947,-0.375350075151275,-0.375350075151275,4.07150634326457e-06
"AGFG1",5860,0.0594444250816081,0.0766488184158073,0.126127971476701,0.126127971476701,9.5239013830346e-05
"DGKB",5861,0.0596074948969999,0.0768459702169819,-0.0867274201658623,-0.0867274201658623,0.00112120592889494
"INTS11",5862,0.0598030927783141,0.0770849827760049,-0.232871770662313,-0.232871770662313,4.9600149103215e-05
"NUDT4",5863,0.0599839866559697,0.07730496387046,-0.308762366146241,-0.308762366146241,5.40593877886701e-05
"CHSY3",5864,0.0604657331533425,0.0779125306457462,-0.0999630562343121,-0.0999630562343121,0.000660299025450413
"EFCAB14",5865,0.0609906831697848,0.0785755502183962,-0.17488646163829,-0.17488646163829,2.12947627632715e-05
"ZDHHC22",5866,0.0611964257453824,0.078827172337557,-0.537318180518199,-0.537318180518199,2.06343196548298e-05
"UNK",5867,0.0616999509005422,0.0794622173179644,0.160615644691145,0.160615644691145,4.77918085273536e-05
"COPA",5868,0.0620091449225953,0.0798468130598381,-0.117155845259907,-0.117155845259907,4.40673779536209e-05
"ELK4",5869,0.0624711255401866,0.0804279816973335,-0.237556671524998,-0.237556671524998,3.47663983468984e-05
"TNFAIP8L3",5870,0.0625498808204146,0.080515655788595,-0.497077111340051,-0.497077111340051,8.88078394512477e-05
"FAM241A",5871,0.0630690272434382,0.0811700851390596,0.832007905052595,0.832007905052595,0.000105079013377283
"TADA1",5872,0.0632261354421522,0.0813584263284914,-0.192021941796479,-0.192021941796479,2.69737396995043e-05
"KLC2",5873,0.0632767080461305,0.0814096383443831,-0.180276066894631,-0.180276066894631,1.67445510699846e-05
"POLR3F",5874,0.0634243566824479,0.0815857063487532,0.188231316338957,0.188231316338957,6.34231581413756e-06
"BCAS2",5875,0.0635504553886646,0.0817339984539148,-0.178533340828457,-0.178533340828457,3.56905582598797e-05
"COL11A2",5876,0.0636558765237198,0.0818556506149127,-0.69345554040905,-0.69345554040905,1.27957853745099e-05
"AAMP",5877,0.0638373798103733,0.0820750794363077,0.210937262883518,0.210937262883518,2.3410328799861e-05
"CRIP2",5878,0.0640266693897726,0.0823044426521133,-0.400720998320649,-0.400720998320649,7.71066131455757e-06
"CCNJ",5879,0.0642139648821703,0.082531164934458,-0.27481235650731,-0.27481235650731,3.89986425258081e-06
"LEPR",5880,0.0643410898764378,0.0826804889636674,-0.666607372587202,-0.666607372587202,0.000142707521412377
"CNRIP1",5881,0.0644246262233724,0.0827737588409798,-0.0967339563270303,-0.0967339563270303,0.000102714052351338
"PPP2R5D",5882,0.0648988729046854,0.0833689023576679,-0.228648402914109,-0.228648402914109,2.59382223694348e-05
"MIS18A",5883,0.0651018131141213,0.0836011726530082,-0.809663052952501,-0.809663052952501,9.86703609187923e-06
"ITGB5",5884,0.0651018131141213,0.0836011726530082,-0.809663052952501,-0.809663052952501,0.000197742047908448
"GABPB1",5885,0.065755883921321,0.0844267559744268,-0.184591320398832,-0.184591320398832,2.19553358998924e-05
"ELOF1",5886,0.0659101039343086,0.0846103882649738,-0.403355511227224,-0.403355511227224,2.87085571840454e-06
"PFAS",5887,0.0659894566639415,0.0846978655601736,-0.176553786334269,-0.176553786334269,4.92850347566583e-06
"SUMO2",5888,0.0661747754149781,0.0849212980699006,-0.108451854337886,-0.108451854337886,9.28141636344214e-05
"SERINC3",5889,0.0673354338720742,0.0863960839425018,-0.125655925329262,-0.125655925329262,5.7502039666682e-05
"LYPLA2",5890,0.0674250033679856,0.0864963201101017,0.35731127306668,0.35731127306668,1.93202894320169e-05
"UFM1",5891,0.0676722677852945,0.0867987871983849,-0.313439771473408,-0.313439771473408,4.11880764563564e-05
"DDX56",5892,0.0680202319809331,0.0872302907073881,0.381856492387812,0.381856492387812,1.18806842895409e-05
"TMEM170B",5893,0.0681628876314284,0.0873984013139441,0.184911710563914,0.184911710563914,0.000120163319167374
"CLN8",5894,0.0685121378937538,0.087831305382627,0.485446166102355,0.485446166102355,1.22195380707482e-05
"ARHGEF12",5895,0.069580758293249,0.0891861254730771,0.0884421883493891,0.0884421883493891,0.000322274336940149
"LSM7",5896,0.0697101862845082,0.0893368669548412,-0.12189493731889,-0.12189493731889,5.14487428578472e-06
"SLC35F3",5897,0.0697571321345197,0.0893818705118587,0.0873752821254318,0.0873752821254318,0.000175199533065824
"NOP14",5898,0.0700632863489511,0.0897589338170014,-0.216341484626192,-0.216341484626192,5.40170771627003e-06
"RPN2",5899,0.0701178898594933,0.0898136592267048,-0.14602439948936,-0.14602439948936,0.000165995093044943
"ALG3",5900,0.0702580254709978,0.0899779051625185,-0.466968288140396,-0.466968288140396,9.02794742166609e-06
"NAA30",5901,0.0704032425727342,0.0901486020809319,-0.27922474360356,-0.27922474360356,1.441511769212e-05
"COPS8",5902,0.0707635150241225,0.0905945644734445,0.160452079233134,0.160452079233134,6.31391146192608e-06
"CASP3",5903,0.0708637570166378,0.0907075297336465,-0.584051303042019,-0.584051303042019,5.6218070245273e-05
"LURAP1",5904,0.0709416316884915,0.0907918307991602,-0.195819265822527,-0.195819265822527,6.90738670277369e-06
"MRPL39",5905,0.071045027803798,0.0909087603870445,-0.323045730949709,-0.323045730949709,6.30986473734073e-05
"KANSL3",5906,0.0712259655685625,0.0911248553735284,-0.138247261694547,-0.138247261694547,2.88233507811687e-05
"MORF4L1",5907,0.0714113695241176,0.0913465901683143,0.104971785465506,0.104971785465506,1.9736583090189e-05
"TMEM97",5908,0.0716449566148671,0.0916298734228056,-0.640469947010818,-0.640469947010818,8.62584357675842e-06
"PDE12",5909,0.0718548676804531,0.091867238611422,-0.412155273307222,-0.412155273307222,7.8092086338984e-06
"ABHD13",5910,0.0718548676804531,0.091867238611422,-0.412155273307222,-0.412155273307222,2.63053719426451e-05
"DUSP8",5911,0.0724497117545878,0.0926120828992836,0.210925735514072,0.210925735514072,3.19175526845027e-05
"GPR37",5912,0.0726740101324265,0.0928830887281148,-0.27894954881711,-0.27894954881711,2.42285052997063e-05
"PRRC2B",5913,0.0730975155183323,0.0934085620254556,-0.098406714084608,-0.098406714084608,0.000240920146043058
"BOC",5914,0.0734145205692393,0.0937977878628969,-0.301688940866865,-0.301688940866865,0.000111324721428192
"RSRC2",5915,0.0734925331774822,0.0938788775176035,-0.0882842096738708,-0.0882842096738708,3.0909938249951e-05
"NABP1",5916,0.0735028373999659,0.0938788775176035,-0.340150424994103,-0.340150424994103,7.44418606618614e-05
"PPP3CB",5917,0.0738322122520471,0.0942836227440372,0.10902616950516,0.10902616950516,1.74981099400872e-05
"RASSF8",5918,0.0740300495254268,0.0945169650248734,-0.104289803119214,-0.104289803119214,0.000269896681587788
"TMEFF2",5919,0.074039957117817,0.0945169650248734,-0.0789097081659372,-0.0789097081659372,0.000721729514466055
"BUD31",5920,0.07411001420296,0.0945904167766159,0.25656189709609,0.25656189709609,4.97162808506205e-06
"NOM1",5921,0.0743454615281627,0.0948714402992783,-0.163544741256943,-0.163544741256943,2.86217178040629e-05
"SGTA",5922,0.0743553029979256,0.0948714402992783,-0.15207008782961,-0.15207008782961,1.97600481020337e-05
"KCTD10",5923,0.0748946943394025,0.0955435270012705,0.571454761375053,0.571454761375053,1.30949717770226e-06
"SPAG7",5924,0.075015842363489,0.0956818125836141,-0.456053442992808,-0.456053442992808,7.31196295323277e-06
"STON2",5925,0.0750284197403274,0.0956818125836141,0.110214172040216,0.110214172040216,0.000452916416795538
"TERF2",5926,0.0755724657033212,0.0963593572146971,0.16321366369952,0.16321366369952,8.15674314201207e-06
"MYLK4",5927,0.0755992483751791,0.096377243246643,-0.888281286521901,-0.888281286521901,9.57341744087043e-06
"RSBN1",5928,0.0762738647781357,0.0972208708271919,-0.110824752958358,-0.110824752958358,4.06193138057273e-05
"ZNF670",5929,0.0762963106542885,0.0972330786479683,-1.97336313001439,-1.97336313001439,6.46035857407343e-05
"VEPH1",5930,0.0763733209589964,0.0973148082910923,-0.998099484542879,-0.998099484542879,3.86169648994701e-05
"FMR1",5931,0.0764774128053346,0.0974310118288835,0.127114526984962,0.127114526984962,5.80462499136415e-05
"SLC1A1",5932,0.0765293894195696,0.0974740729312398,-0.0909851077407475,-0.0909851077407475,0.000276723143061806
"AMBRA1",5933,0.0765370135919859,0.0974740729312398,0.0791217578252927,0.0791217578252927,6.71041870138904e-05
"RGS12",5934,0.0766996947141487,0.0976483392182152,-1.24959082356295,-1.24959082356295,0.00026998585227972
"OTOGL",5935,0.0766996947141487,0.0976483392182152,-1.24959082356295,-1.24959082356295,1.29110412202076e-05
"INIP",5936,0.0767345090945558,0.0976762046358598,-0.246663126404218,-0.246663126404218,6.97229811877512e-05
"LZIC",5937,0.0769079829483023,0.0978805321134195,-0.248471831299337,-0.248471831299337,1.11587837783524e-05
"ZNF397",5938,0.0770230855860265,0.0980105144304506,0.115765735116486,0.115765735116486,1.22020244942905e-05
"MED27",5939,0.0773379176001158,0.0983945622809354,0.100623223662652,0.100623223662652,0.000434516006670378
"CBFA2T2",5940,0.0774359950801399,0.0985027573780366,-0.08910652475792,-0.08910652475792,0.000109941466615285
"PTGES2",5941,0.0778012934963564,0.098950778262661,-0.393651075424836,-0.393651075424836,1.16782373164552e-05
"GDPD1",5942,0.0786788814611012,0.100050088912838,-0.120260325451796,-0.120260325451796,0.000115605609472294
"DCC",5943,0.0792010966321323,0.100697204467843,-0.0797875435903714,-0.0797875435903714,0.00106760974138933
"RACGAP1",5944,0.07932929350099,0.100843227068217,-0.615774784873765,-0.615774784873765,2.96204782415859e-06
"PKP4",5945,0.0794729967474809,0.101008908902265,-0.0857516234199003,-0.0857516234199003,0.000388925321985099
"ELK3",5946,0.0795478583736262,0.101087053123296,-0.200435322038841,-0.200435322038841,1.04367294372643e-05
"PSMD3",5947,0.0797488088047319,0.101325374025316,-0.184855516887602,-0.184855516887602,3.01367136912364e-05
